Repo,Owner,Z,T_X_n,Percentile_95,MeanInterval(days),SDInterval,Label,TimeSinceLastCommit(days)
Fuck-XueXiQiangGuo,fuck-xuexiqiangguo,26769153.0,82321088.0,23528841.420000017,22.26812397875817,5444401.650572528,dead,952.7903703703704
fullcalendar,fullcalendar,11475704.0,1350897.0,1596947.8499999943,0.8302650292596073,392676.8861464684,alive,15.635381944444445
Faker,fzaninotto,8481716.0,91116046.0,1121086.999999998,1.2715564952067233,367272.8030271825,dead,1054.5838657407407
typed-query-selector,g-plane,10214230.0,12074029.0,6682324.9399999995,5.7841734122926605,1499225.81378831,unknown,139.74570601851852
quran-api,gadingnst,12988619.0,33642749.0,10672939.159999993,9.370753161698284,2362995.604758031,dead,389.3836689814815
react-hot-loader,gaearon,31210283.0,30483588.0,1644303.0399999935,1.6120050229888436,972950.8975558169,unknown,352.81930555555556
redux-devtools,gaearon,39107076.0,330691.0,4573595.23999998,2.3856173660362487,1337807.864982384,alive,3.8274421296296297
QtAwesome,gamecreature,71001236.0,2013168.0,50009284.78000005,40.25716593567251,9509905.326931385,alive,23.300555555555555
123-Essential-JavaScript-Interview-Questions,ganqqwerty,41903877.0,32623495.0,13206793.36999995,12.716254094601677,3614696.1832683044,unknown,377.5867476851852
queryloader2,Gaya,39681175.0,186246700.0,8156508.479999998,6.397530875252042,2705553.4718843233,dead,2155.6331018518517
quizizz-cheat,gbaranski,12719487.0,59842747.0,8531854.559999958,5.168481615673644,1785532.4991585044,dead,692.624386574074
Interview_Questions,GDSC-JSCOE,4104730.0,27366569.0,72326.95000000003,0.08485926596886742,132529.18716387948,dead,316.7426967592593
interview-questions,geektutu,38873355.0,75318351.0,36585122.199999996,66.50453499455338,11194710.045638444,unknown,871.7401736111111
oc-install-ide-quiz,geoffreyarthaud,88034.0,135917251.0,88034.0,1.018912037037037,,dead,1573.1163310185186
qira,geohot,49306603.0,42001186.0,2243241.279999977,2.143871971633796,1898610.157410227,unknown,486.12483796296294
Wookmark-jQuery,germanysbestkeptsecret,90532227.0,123950174.0,11968274.85,12.528033255507662,6193807.822423587,unknown,1434.6084953703703
grav,getgrav,3559149.0,320512.0,479325.40000000165,0.4455844823326827,134443.32040988197,alive,3.70962962962963
You-Dont-Know-JS,getify,24267445.0,2756559.0,3562332.5199999716,1.9043761922580267,1039027.428936444,alive,31.904618055555556
lantern,getlantern,31497910.0,21904052.0,796242.5400000007,0.7201582590880974,689619.6641784088,unknown,253.51912037037036
pelican,getpelican,4763421.0,29352.0,1587176.9599999974,1.2929289693524224,312898.4627940294,alive,0.3397222222222222
qtunnel,getqujing,43321213.0,206294056.0,41327622.609999985,50.83407175925926,11693798.325994918,dead,2387.662685185185
redash,getredash,7795633.0,29239.0,472980.25,0.4797209260959097,182872.75976164604,alive,0.33841435185185187
quinedb,gfredericks,11340720.0,197447700.0,11173801.36,21.406400462962964,3867818.1939163804,dead,2285.2743055555557
the_silver_searcher,ggreer,13780239.0,90629453.0,1995797.500000001,1.6124613991119037,555486.4953933562,dead,1048.9520023148148
jQRangeSlider,ghusse,131928742.0,1046236.0,7603031.0,9.353208813853774,7766344.552916702,alive,12.109212962962962
stackoverflow-java-top-qa,giantray,22387215.0,130116540.0,7811775.299999962,4.050930454911433,1706789.7995364715,dead,1505.9784722222223
gin,gin-gonic,7233690.0,2997769.0,1985008.3699999999,1.9954745029555467,448201.2710715338,unknown,34.69640046296296
qgis-earthengine-examples,giswqs,20551033.0,62674166.0,15449983.750000017,10.05022437169312,3222122.048337896,dead,725.3954398148148
gitbook,GitbookIO,130439855.0,21061791.0,621661.8900000005,1.370102156535215,2786361.015675396,unknown,243.77072916666665
gitignore,github,19190509.0,27403361.0,975742.6199999993,1.254035450072982,415372.52340777754,unknown,317.1685300925926
hub,github,20779459.0,2373633.0,1947794.350000001,1.5139687139177547,710382.064203423,unknown,27.472604166666667
qt-1,GLDsuh-a,4659.0,258065507.0,4614.23,0.028015046296296295,3165.7170593721735,dead,2986.8692939814814
quicktype-xcode,glideapps,92355149.0,83371312.0,13697458.96999995,13.05394045781893,9735359.097712073,unknown,964.9457407407407
quicktype,glideapps,13393050.0,1256213.0,1051463.73,0.6226034578570132,361785.5892952137,unknown,14.539502314814815
qtmodern,gmarull,61037191.0,50297606.0,53344265.559999935,33.655240221088434,10710067.284725437,alive,582.1482175925926
kit,go-kit,11164786.0,13401387.0,2457716.280000002,1.9868479004675046,585484.9648082448,unknown,155.10864583333333
qml,go-qml,9320674.0,275305769.0,1404840.7400000007,1.5934787241285402,722787.6495954301,dead,3186.409363425926
gogs,gogits,8595050.0,166900.0,884732.5599999983,0.5972358581535737,265180.42544858437,alive,1.931712962962963
hugo,gohugoio,2216603.0,26371.0,368367.92,0.47410754634286034,85040.80252683519,alive,0.3052199074074074
go-questions,golang-design,18530477.0,19340230.0,11742843.39999996,6.411738365800867,2077997.7945267686,unknown,223.84525462962964
gs-quant,goldmansachs,2528627.0,573912.0,1816103.0,5.898588347483696,477107.1526779062,alive,6.6425
gollum,gollum,15308484.0,113402.0,3195534.060000019,1.989951935571297,709061.5920054137,alive,1.312523148148148
natural-questions,google-research-datasets,31436816.0,71192385.0,30558817.339999992,51.1155407664609,9139484.00606952,dead,823.9859375
container-query-polyfill,GoogleChromeLabs,17813819.0,30775448.0,2685251.100000004,3.4380823069531794,1752468.739994908,unknown,356.19731481481483
quicklink,GoogleChromeLabs,35700958.0,16834.0,6962341.939999962,3.9625600834350836,2103639.9863037625,alive,0.19483796296296296
lighthouse,GoogleChrome,3187542.0,343493.0,415732.72000000003,0.4813389998275159,95996.9197924454,alive,3.975613425925926
quickdraw-dataset,googlecreativelab,23151062.0,20594651.0,23118413.8,32.24039649971942,5410923.101529953,alive,238.3640162037037
quilkin,googleforgames,2808561.0,144243.0,1830029.2500000075,2.480374616973088,348777.4747574273,alive,1.6694791666666666
mirror-quickstart-java,googleglass,25415201.0,286005664.0,12742228.840000037,9.167504904268675,3344658.956866708,dead,3310.2507407407406
mirror-quickstart-python,googleglass,5228984.0,319076384.0,4276219.039999996,5.458855363984674,1066454.917355305,dead,3693.013703703704
flatbuffers,google,11649643.0,2089868.0,860881.4499999995,1.1736745267523823,281805.9718163665,unknown,24.188287037037036
fonts,google,3279090.0,38839.0,609081.5999999989,0.4873648394443017,147106.2662172434,alive,0.449525462962963
go-querystring,google,52974282.0,14551305.0,46872889.55999999,44.79578264181904,10211413.058490532,alive,168.41788194444445
gson,google,18405269.0,630319.0,3558340.0,2.909821274621544,912958.2477533174,alive,7.295358796296297
guava,google,7695544.0,17466.0,614011.02,0.8417064269060559,211270.7476661035,alive,0.20215277777777776
guetzli,google,42075700.0,126789299.0,20245523.699999914,9.436924189814814,4284528.190175536,dead,1467.468738425926
iosched,google,22232742.0,25867097.0,1954919.0200000126,1.2204646596086206,844201.9034477994,unknown,299.38769675925926
material-design-lite,google,3086505.0,200198460.0,498098.6000000037,0.41014399260807305,152985.54907572808,dead,2317.1118055555557
proto-quic,google,41373752.0,141547061.0,8146496.619999956,8.904308654126568,3760788.2722229045,dead,1638.2761689814815
tf-quant-finance,google,6928841.0,6711734.0,1167893.9600000014,1.5504086557106846,361260.28757465945,unknown,77.68210648148148
traceur-compiler,google,9247839.0,224839345.0,1206160.44,1.1548022567101515,354762.8050192338,dead,2602.3072337962963
WebFundamentals,google,4062608.0,38654514.0,361001.01999999734,0.2718004162906727,100227.18887762963,dead,447.3902083333333
xi-editor,google,13001556.0,7270452.0,2221464.119999985,1.2860115981639162,551390.7903224187,unknown,84.14875
quiz,gophercises,27818518.0,134912544.0,20779739.32000001,17.793246996997,4915111.538374088,dead,1561.4877777777779
React-Query-Tutorials,gopinav,194474.0,68752402.0,192719.21,0.688002700617284,61443.641856012124,dead,795.7453935185185
uBlock,gorhill,1731278.0,11949.0,315710.20999999787,0.2966893496415252,65666.77607676,alive,0.1382986111111111
qiniu-wxapp-sdk,gpake,89265003.0,19569932.0,68655307.92000003,60.97568787537538,15937735.052830957,alive,226.5038425925926
gradle-build-scan-quickstart,gradle,6820897.0,2294699.0,5830449.62,11.462244436140177,1236955.7832294444,alive,26.559016203703703
Awesome-Quant-Machine-Learning-Trading,grananqvist,43302422.0,96621102.0,38684315.279999994,41.342287581699345,10806536.324872762,dead,1118.2997916666666
graphql-js,graphql,2804782.0,4378041.0,862904.1500000006,0.8858895531996493,200583.15170534953,unknown,50.67177083333333
NotQuite0DayFriday,grimm-co,44192581.0,48164057.0,13511519.07000001,13.435894331831832,4150618.353722316,unknown,557.454363425926
vue-qrcode-reader,gruhn,32063660.0,665755.0,5045270.560000012,6.506589817483189,2000087.848059632,alive,7.705497685185185
grunt,gruntjs,22770888.0,70584.0,6478308.530000007,2.8943372782140777,1449406.6869338755,alive,0.8169444444444445
boxes-jQuery-playground,gSchool,46724120.0,203309220.0,45198404.76,146.45664120370373,19490566.075924315,dead,2353.1159722222224
qrcode-terminal,gtanner,45330622.0,177219476.0,45004058.5,36.21150644517066,10049199.783428771,dead,2051.1513425925928
QSS,GTRONICK,20895942.0,62399683.0,20832631.9,18.383030125195617,4181594.9502024692,dead,722.2185532407408
Parsley,guillaumepotier,32215540.0,33260343.0,4021407.4000000022,2.2387156968141677,1029530.9894543185,unknown,384.9576736111111
gulp,gulpjs,47087031.0,27323872.0,4325870.51999999,2.8867967468826388,1537937.113430098,unknown,316.2485185185185
CrystalQuartz,guryanovev,69610542.0,14301101.0,13479504.320000015,7.662447265772931,4265643.310937789,unknown,165.5220023148148
guzzle,guzzle,19977104.0,4373279.0,1846902.4899999986,1.251556671830387,538187.176726861,unknown,50.616655092592595
CV_interviews_Q-A,GYee,1283549.0,101399705.0,1018586.0,0.8751415245691236,189571.250953138,dead,1173.6076967592592
h2ogpt,h2oai,171187.0,6408.0,51444.00000000005,0.05345010856860086,11401.465636274266,alive,0.07416666666666667
h2o,h2o,4842135.0,74659.0,351963.5,0.2997696723709229,88827.92967274722,alive,0.8641087962962963
quicly,h2o,9425950.0,145118.0,1647817.4000000074,1.0520217137587125,435090.62513811566,alive,1.6796064814814815
awesome-elixir,h4cc,27625373.0,1937811.0,2008393.5999999992,1.6134730658779313,848730.0929527435,alive,22.428368055555556
Front-end-Developer-Interview-Questions,h5bp,15502187.0,1126058.0,4239839.960000003,4.41010176337236,1003061.3907697508,alive,13.033078703703703
html5-boilerplate,h5bp,5973372.0,1329430.0,2361708.800000001,1.9979515734097988,480902.18284231954,alive,15.386921296296297
JS-jQuery-Practice,HackerUSA-CE,31627061.0,16684559.0,30884450.17,24.62488773148148,7692292.929680125,alive,193.10832175925927
IQKeyboardManager,hackiftekhar,16240269.0,51525.0,3752327.800000012,3.0800820410911305,1011677.9553573944,alive,0.5963541666666666
quark-shell-mac,HackPlan,80603223.0,111860467.0,23587229.499999855,13.826935112847224,7440003.5022474425,unknown,1294.6813310185184
reveal,hakimel,14237626.0,148975.0,1862319.6399999745,1.47139306413173,427973.0903888859,alive,1.7242476851851851
hammer,hammerjs,29159685.0,139731036.0,2338511.7499999977,2.206343365485686,1291486.1666642511,dead,1617.257361111111
handsontable,handsontable,7810343.0,121609.0,600653.7400000001,0.5711148013112434,178799.71428073946,alive,1.407511574074074
Mac-QuickLook,haokaiyang,32908771.0,63194092.0,28355357.51999998,46.0329066890166,7572517.25263264,unknown,731.4131018518518
hapi,hapijs,12271166.0,4151474.0,1168922.960000001,0.7706387343796393,337921.276706782,unknown,48.04946759259259
Quiver,HappenApps,12272506.0,275944221.0,11658889.450000003,23.674822530864198,5010186.973320443,dead,3193.798854166667
q,harelba,29731432.0,39031524.0,16670644.580000045,9.529423450280305,2968573.4750057,unknown,451.75375
chosen,harvesthq,84964808.0,34569321.0,3313664.5500000124,3.2365986892316108,2627606.6856285273,unknown,400.10788194444444
QuickCut,HaujetZhao,1144658.0,99056231.0,336247.0,0.2651236295374977,107011.86889956698,dead,1146.4841550925926
Bloodhound-Custom-Queries,hausec,13314199.0,76971913.0,13262798.2,25.141739969135806,4355528.896987659,dead,890.8786226851852
docker-qemu-win2000,hectorm,18870080.0,3655683.0,13638641.310000004,10.930780503285543,2905643.8789572655,alive,42.311145833333335
QuantumultX,Hedilict,26285229.0,56578039.0,447340.1999999998,1.5731976669244652,1522313.1863673253,dead,654.8384143518518
android-tech-frontier,hehonghui,76805699.0,86289089.0,345210.6400000004,1.2620424332876623,2083592.6147620652,unknown,998.7163078703703
quark-design,hellof2e,3284546.0,479763.0,553084.5999999945,0.35380000955458274,145253.5097902853,alive,5.5528125
ZeroNet,HelloZeroNet,6477936.0,87255341.0,706554.7500000012,0.5468926854837228,183412.03913802592,dead,1009.8997800925926
binance-quantization,hengxuZ,20124803.0,23673990.0,9065711.399999997,8.21488172398589,2347500.422478704,unknown,274.0045138888889
Fe-Interview-questions,HerbertKarajan,54332808.0,81035467.0,43712990.09999998,51.67094683393071,10196202.714123383,unknown,937.9104976851852
hexo,hexojs,9127214.0,37686.0,1549463.1699999988,1.123167145351453,372053.2428680337,alive,0.43618055555555557
QTool,Hicores,9360427.0,14465058.0,514292.0699999995,0.5401795892295598,344606.6728306447,unknown,167.41965277777777
touchHLE,hikari-no-yume,1713211.0,14459.0,418238.07999999996,0.3131830330799403,89709.75059215447,alive,0.16734953703703703
jQuery,hilios,30220859.0,215597104.0,20558138.530000072,8.896618200231481,3362413.978580929,dead,2495.336851851852
QuadriFlow,hjwdzh,10130169.0,123051477.0,4462787.099999999,3.335422721622085,1089592.2376023398,dead,1424.2069097222222
Java-interview-questions,Homiss,31012135.0,134769795.0,30331949.940000005,19.514727400097467,6790475.091237578,dead,1559.8355902777778
php-engineer-interview-questions,hookover,17403690.0,139836994.0,11554418.099999964,8.572980324074074,2672394.470934332,dead,1618.4837268518518
kaggle-quora-question-pairs,HouJP,13669259.0,185044106.0,420177.0,0.7222696121318168,704934.9240433001,dead,2141.7141898148147
botkit,howdyai,21685053.0,49007267.0,780274.1999999998,0.6781337008012771,462017.61070842104,dead,567.213738425926
awesome-model-quantization,htqin,29302739.0,201336.0,5577428.319999964,6.730559922330755,2271513.640883763,alive,2.330277777777778
quora,huacnlee,4059969.0,380569967.0,795069.3600000009,0.3717615824459179,217663.3475482011,dead,4404.744988425926
quark-h5,huangwei9527,40781164.0,4652606.0,37756928.59999997,40.48786408730159,9774323.962634537,alive,53.84960648148148
hubot,hubotio,40399078.0,593121.0,2123057.6699999785,1.9671296091263983,1332310.8269331842,alive,6.864826388888889
tether,HubSpot,17553588.0,134795.0,2316367.7699999986,2.195627543524063,903868.1836254561,alive,1.560127314814815
huginn,huginn,7783540.0,8674303.0,1273969.789999998,1.0325327563966638,322366.5462408561,unknown,100.39702546296296
QuantsPlaybook,hugo2046,5278961.0,6819520.0,4532179.129999999,3.805068784178474,912566.3129123962,unknown,78.92962962962963
QuranOnAndroid,hussien89aa,93687545.0,136757386.0,86720703.08,130.68655992798355,30974326.18517781,unknown,1582.8401157407407
QssStylesheetEditor,hustlei,37563515.0,6875675.0,11766236.380000008,4.257121498100665,2448106.8723416887,alive,79.57957175925925
notion-qa,hwchase17,11762473.0,13911651.0,11592147.98,63.588368055555556,5500518.322550976,unknown,161.01447916666666
qr,iAJue,298918.0,133832538.0,297581.92,1.7003356481481482,141674.6520976847,dead,1548.9877083333333
data-science-interview-questions-and-answers,iamtodor,24154710.0,41348093.0,23363371.399999995,25.403955878226714,5728283.372874075,unknown,478.5658912037037
jQuery-Parallax,IanLunn,42734189.0,281969292.0,41228912.919999994,75.46091049382716,13348955.276376305,dead,3263.5334722222224
qkfls-Movie-Reviews-Database,ibm-developer-skills-network,26955714.0,26155180.0,25236759.839999992,27.901986749680713,6318594.054528599,unknown,302.72199074074075
TaskQueue,icanzilb,44101856.0,175944609.0,19412508.43999993,16.86853729110208,5343783.136515896,dead,2036.3959375
Quake,id-Software,5468.0,370749403.0,5468.0,0.06328703703703703,,dead,4291.08105324074
quake2-rerelease-dll,id-Software,4920938.0,2438214.0,4920938.0,56.955300925925926,,alive,28.220069444444444
image-quality-assessment,idealo,10913811.0,125576129.0,9392617.03999999,6.674750631313132,1920340.0837252866,dead,1453.4274189814814
IdentityServer4,IdentityServer,48565356.0,27879219.0,19105589.379999816,15.29735987654321,4812492.578594457,unknown,322.67614583333335
jQuery-Mask-Plugin,igorescobar,24210191.0,113736553.0,5897722.4700000025,3.84351609462866,1497564.2672511414,dead,1316.395289351852
hexo-theme-next,iissnan,114884541.0,30735443.0,821690.6800000016,1.6541416492543428,2797656.3353151563,unknown,355.73429398148147
java-design-patterns,iluwatar,9379615.0,314299.0,1118646.3800000004,0.9448945177285061,328743.8749161575,alive,3.6377199074074076
qb-vehicleshop,ImpulseFPS,2589241.0,75672546.0,2394802.419999999,4.227912037037036,714811.9281046488,dead,875.8396527777778
JavaInterviewQuestionsAndAnswers,in28minutes,25771421.0,116020947.0,24630750.200000003,36.24082994579946,6614731.059172502,dead,1342.8350347222222
readpilot,index-labs,502955.0,23012313.0,500253.97000000003,0.5648679832175926,120692.4422007361,dead,266.3462152777778
qttabbar,indiff,20772729.0,1639507.0,7662266.379999989,4.870031913309508,1716114.6961050823,alive,18.975775462962964
Full-stack-Developer-Interview-Questions-and-Answers,indy256,48144703.0,43807058.0,11119874.300000012,6.103747949883741,3241480.8886670507,unknown,507.02613425925927
inferno,infernojs,7855957.0,99124.0,965320.9399999994,0.5110932988575256,250864.6953955991,alive,1.1472685185185185
prometheus-example-queries,infinityworks,31438828.0,96915466.0,31002896.0,92.23620061728396,11412433.206146222,dead,1121.7067824074074
jQuery-webcam,infusion,86668823.0,189755833.0,72685549.46000002,92.7399718915344,17772382.659108724,dead,2196.24806712963
quakejs,inolen,86797287.0,145227577.0,79686078.48000002,55.293904529529534,17743452.83647452,unknown,1680.8747337962964
qrpay,insoxin,33007786.0,45238812.0,25631761.96000004,14.786235458214623,4911115.317057584,unknown,523.5973611111111
instapy-quickstart,InstaPy,13882411.0,98338570.0,8230771.2999999765,8.565499315336464,1905475.4652502001,dead,1138.1778935185184
goQuality-dev-contents,Integerous,9729279.0,4010786.0,2552322.4999999977,1.8826053602430555,598627.796181637,unknown,46.42113425925926
quero-ser,intelitrader,41082354.0,2971553.0,32309021.990000036,38.05868308738426,7765087.39709544,alive,34.392974537037034
QuickBooks-V3-PHP-SDK,intuit,14560705.0,7845085.0,7272972.599999995,5.178022015901771,1437670.9530973516,unknown,90.79959490740741
Qigsaw,iqiyi,5399280.0,72565825.0,3192950.480000021,2.429971495565144,586391.4853285702,dead,839.8822337962963
2023_IonQ_Remote,iQuHACK,27290.0,23827698.0,26347.57999999999,0.0920056216931217,9791.126317815973,dead,275.7835416666667
qnap-alist-webdav,iranee,6683191.0,5988488.0,6216482.120000003,7.140701388888889,1575156.3837432778,alive,69.3112037037037
lab-advance-querying-mongo,ironhack-labs,36039549.0,26118969.0,34744815.3,57.132777777777775,9717860.985988518,alive,302.30288194444444
toxcore,irungentoo,49134370.0,160226158.0,202766.38999999972,0.5112790702672168,851551.1797523157,dead,1854.4694212962963
CppCoreGuidelines,isocpp,4216140.0,1652142.0,1776890.3799999817,1.3991672652318516,348838.2133343981,alive,19.12201388888889
isucon7-qualify,isucon,11139666.0,166902243.0,10977963.69,33.51478298611111,4523443.785391889,dead,1931.7389236111112
isucon9-qualify,isucon,24905634.0,97237723.0,76870.13999999975,0.26299268744223037,611776.891365775,dead,1125.4366087962962
int-buzzfeed-quiz-18-19-starter,itscodenation,7834051.0,154835351.0,7549654.78,17.518957175925927,2676289.5417827372,dead,1792.0758217592593
React-Questions,itwk,31223.0,87600740.0,30602.38,0.12135416666666667,17959.795628013144,dead,1013.8974537037037
iview,iview,5849869.0,105309629.0,505358.0700000001,0.47295712244835597,180915.89488428572,dead,1218.8614467592593
quicksort17,j-michaliszyn,2243.0,222086734.0,2180.64,0.007847222222222222,905.863400298301,dead,2570.448310185185
quantitative,Jack-Cherish,29238353.0,28852718.0,23748532.75,17.28428952991453,5836096.773235948,unknown,333.9434953703704
qucsdk,jack416,2042.0,128105133.0,1862.1499999999996,0.004486400462962963,482.1739485566041,dead,1482.698298611111
quantumcomputingbook,JackHidary,22316759.0,64623265.0,8754375.100000024,4.81436429834357,2028553.717322616,dead,747.9544560185185
AndroidInterview-Q-A,JackyAndroid,53245115.0,9135379.0,14238493.800000047,11.260164739353892,4277127.079818394,alive,105.73355324074075
quartz,jackyzha0,4487515.0,11171.0,1389881.9799999988,1.1137389969135802,295505.0437075342,alive,0.12929398148148147
QuiltViewLibrary,jacobmoncur,12796047.0,305977433.0,12480596.25,16.890306712962964,3525790.011944409,dead,3541.405474537037
sigma,jacomyal,17205168.0,31231235.0,4173715.5,2.3821363174955694,967984.8465490376,unknown,361.4726273148148
QueryList,jae-jae,32597100.0,70397705.0,28074230.930000003,18.13570296859359,4856175.461169134,dead,814.7882523148148
Interview_Question_for_Beginner,JaeYeopHan,14946728.0,3256216.0,8367308.500000004,7.780735227414914,1603704.3725268282,alive,37.68768518518519
qbt-theme,jagannatharjun,16352587.0,66846353.0,15904594.400000002,16.92791255144033,3416759.4855884295,dead,773.6846412037037
awesome-shodan-queries,jakejarvis,18320436.0,111573715.0,15229534.400000012,17.08967647707231,3963335.299894881,dead,1291.3624421296297
ePub-quicklook,jaketmp,50908620.0,241754883.0,19158483.310000107,8.848294199211587,4346896.711068177,dead,2798.088923611111
ActionBarSherlock,JakeWharton,43928035.0,279754618.0,844545.7600000014,0.9353417990759523,1153560.0717185135,dead,3237.9006712962964
butterknife,JakeWharton,6813946.0,99611988.0,3288408.2800000003,2.699228265827404,676918.5349352587,dead,1152.9165277777777
httpie,jakubroztocil,8208982.0,628590.0,4237595.439999996,2.40225444423555,713089.7404491185,alive,7.275347222222222
AudioQR,jamesonrader,16668078.0,81492640.0,14746246.219999988,10.359808564814815,2794017.1078093424,dead,943.2018518518519
Build-A-Quiz-App-With-HTML-CSS-and-JavaScript,jamesqquick,67912053.0,21029683.0,53114803.519999854,42.9889384920635,12287583.69830917,alive,243.3991087962963
quixote,jamesshore,72450945.0,111270354.0,1327820.5399999782,1.2019269189677844,1878177.967583032,unknown,1287.8513194444445
CsQuery,jamietre,17493106.0,248612040.0,4831507.5,2.9546155558916447,1313436.5661268688,dead,2877.454166666667
QUEEN-NILU-MD,Janithsadanuwan,7269373.0,469228.0,732711.9799999915,0.6604219543147207,457605.7428470272,alive,5.430879629629629
TaoQuick,jaredtao,27322795.0,14894590.0,3743495.0999999987,3.328195107398568,1562899.0021375597,unknown,172.39108796296296
backbone,jashkenas,53019826.0,7091692.0,1083512.040000001,1.3401127456807735,1186767.4540647797,unknown,82.07976851851852
coffeescript,jashkenas,40523911.0,3657632.0,1250667.139999991,1.0246065994158007,720981.2743560399,unknown,42.333703703703705
underscore,jashkenas,23066311.0,2973503.0,2125712.580000007,1.7954835159356035,854333.6362868429,unknown,34.415543981481484
jasmine,jasmine,6664341.0,1466490.0,1961736.0799999966,2.0314350294219454,434728.6834713263,alive,16.973263888888887
PyQt5-YOLOv5,Javacr,15663641.0,12174646.0,6256677.699999987,4.238779134738186,1665592.9018513889,unknown,140.91025462962963
data-science-question-answer,jayinai,133686897.0,33729881.0,111081249.06000003,90.81781371832359,30541638.785989903,alive,390.3921412037037
awesome-mac,jaywcjlove,2611282.0,303167.0,1158270.7899999998,1.363508665716999,252406.4429686343,alive,3.5088773148148147
jboss-eap-quickstarts,jboss-developer,44499353.0,2467894.0,2983161.5799999987,1.9867887344320554,1155910.3790398394,alive,28.563587962962963
jboss-picketlink-quickstarts,jboss-developer,60811805.0,176998123.0,6397034.759999994,7.72391830190282,4279999.283032033,dead,2048.589386574074
openshift-quickstarts,jboss-openshift,49781903.0,37627538.0,36822123.44999983,21.84430475734355,6208532.1589134475,unknown,435.503912037037
NodeGraphQt,jchanvfx,17592613.0,747740.0,2282901.5999999987,1.675493110793493,679185.7038886414,alive,8.654398148148148
ql_all,JDWXX,20063802.0,6453748.0,10381278.63999988,4.0771853395061735,2157053.00484722,alive,74.69615740740741
quant-trading,je-suis-tm,33692061.0,28535485.0,2150974.9000000004,1.9943214158229492,1267254.0899801098,unknown,330.27181712962965
starter-quotes,jedi-academy,31133622.0,193464217.0,29274550.559999984,51.88341931216931,11752072.211035902,dead,2239.1691782407406
react-select,JedWatson,7860456.0,1294925.0,1017150.9199999995,0.7896940644819369,292370.8833097839,unknown,14.98755787037037
osqa,jeffreywugz,10692405.0,318239778.0,1843562.6199999778,1.2826921808719212,535425.6681139144,dead,3683.3307638888887
priority-queue,Jeka98,34465629.0,179576988.0,32948957.199999996,69.32138310185185,12334188.331174498,dead,2078.437361111111
jekyll,jekyll,5652572.0,25914.0,604401.4700000002,0.46951860879867213,184999.0651786121,alive,0.29993055555555553
jquery-qrcode,jeromeetienne,76984456.0,168230198.0,59228409.999999925,73.43441775977365,14433205.536731714,dead,1947.1087731481482
JSQMessagesViewController,jessesquires,9466531.0,180781494.0,1242087.0800000026,1.062571449082201,490664.64477084065,dead,2092.378402777778
queue,jessetane,65781419.0,17566687.0,29200809.03000002,15.750533459595959,6147027.836304211,alive,203.31813657407406
awesome-qt,JesseTG,53714457.0,47271137.0,22794805.0,13.827577415992153,5495651.04217842,unknown,547.1196412037037
SlickQuiz,jewlofthelotus,30498958.0,238671948.0,11901363.359999936,10.618106404320988,3058528.576952338,dead,2762.4068055555554
jQuery,jfeldstein,28671673.0,234527950.0,27363884.100000005,84.51413798309179,9680316.109840173,dead,2714.443865740741
bulma,jgthms,3880118.0,894129.0,1666402.6999999976,1.6222884129109028,345183.3278888669,alive,10.348715277777778
nativefier,jiahaog,11722396.0,2801684.0,3612912.850000047,2.420259822662865,844873.5970512102,alive,32.42689814814815
vue2-MiniQQ,jiangqizheng,106179566.0,91184083.0,93723892.24999993,97.27610201719577,28274430.12334954,alive,1055.3713310185185
120-DS-Interview-Questions,JifuZhao,70011277.0,97232997.0,67913587.23999998,202.93679108796297,34985044.23705833,unknown,1125.3819097222222
node-interview-questions,jimuyouyou,50785715.0,29523809.0,36172974.06000006,41.743977256025865,8338554.188361469,alive,341.71075231481484
go-queryset,jirfag,9442210.0,125233530.0,8958825.859999992,6.152377136752137,1592859.1413166763,dead,1449.4621527777779
the-art-of-command-line,jlevy,56048504.0,9598777.0,2906587.639999993,2.444757904987979,1826285.8926518762,unknown,111.09695601851851
streisand,jlund,4689892.0,112141855.0,1802789.1199999999,1.5538066991358894,359060.4626835607,dead,1297.9381365740742
q3vm,jnz,64472781.0,6579177.0,20477431.480000008,8.17878825153629,5494194.4591375645,alive,76.14788194444445
react-qr-reader,JodusNodus,27135882.0,52150096.0,11775382.439999944,7.100564961910071,2493685.3149879035,unknown,603.5890740740741
queueing-theory,joelparkerhenderson,74877917.0,3990036.0,68441649.79999995,67.78559629629629,17467281.06121849,alive,46.18097222222222
query-monitor,johnbillion,23045576.0,84754.0,1960964.6500000008,1.2861531824943668,585905.680817549,alive,0.9809490740740741
Aerial,JohnCoates,15472218.0,2196267.0,3640614.509999999,2.1206962946066508,888204.7701736783,alive,25.419756944444444
SwiftSideslipLikeQQ,johnlui,15291638.0,222125248.0,14566151.309999995,27.739208912037036,4549468.544248441,dead,2570.894074074074
angular-styleguide,johnpapa,11578252.0,186543281.0,969300.9600000121,1.077470305106869,555079.9700739944,dead,2159.0657523148147
8-0-media-queries-lab,joinpursuit,29051233.0,39061211.0,27628757.950000007,57.20146412037037,11813414.322007753,unknown,452.097349537037
awesome-visual-question-answering,jokieleung,16159414.0,22853899.0,15189585.07999999,41.11204298941799,4426509.754455743,unknown,264.5127199074074
awesome-react-native,jondot,3184819.0,79454881.0,999897.3500000027,1.013481546955258,222037.21140405518,dead,919.6166782407407
