Repo,Owner,Z,T_X_n,Percentile_95,MeanInterval(days),SDInterval,Label,TimeSinceLastCommit(days),Status,Last_Commit_Date
WikiQuiz,alexgreene,97906508.0,103948453.0,3537050.5999999978,43.1239691091954,18137678.559238408,dead,1203.1070949074074,False,2020-07-15T21:25:47Z
Algo-Quicksheet,algorhythms,12627398.0,219012536.0,6034506.399999994,11.582096503831417,2700962.016661732,dead,2534.867314814815,False,2016-11-22T03:11:04Z
hangzhouYunQi2017ppt,Alibaba-Technology,239541.0,189083575.0,216998.0,1.2029706790123458,89302.02962232531,dead,2188.467303240741,False,2017-11-03T12:47:05Z
druid,alibaba,1124751.0,1258351.0,810784.3999999994,2.4131740900383143,300144.9149516488,dead,14.564247685185185,True,2024-03-14T16:07:39Z
dubbo,alibaba,271144.0,396821.0,180388.39999999967,0.34520633780332055,67834.51791101055,dead,4.5928356481481485,True,2024-03-12T09:26:18Z
fastjson,alibaba,8259694.0,14924637.0,4273416.6,13.34601692209451,1860018.562871555,dead,172.73885416666667,False,2023-05-12T06:16:03Z
AdminLTE,almasaeed2010,1062686.0,1174737.0,504197.7999999991,1.1024588920817369,229702.55932565525,dead,13.596493055555555,verify,2023-12-17T11:10:04Z
ZenQ,alphadose,5417638.0,30393305.0,1589032.5999999964,4.062269715836527,1065390.3416505998,dead,351.7743634259259,True,2024-03-12T06:53:02Z
fullPage,alvarotrigo,6571739.0,13426181.0,3056799.7999999938,6.2379980842911875,1436279.9349737174,dead,155.39561342592592,Error,
amazeui,amazeui,16680884.0,210165295.0,1803010.5999999994,9.935961446360153,3081175.75485456,dead,2432.4686921296297,True,2024-02-26T08:16:09Z
aws-cognito-angular-quickstart,amazon-archives,31612009.0,111639572.0,17418371.799999963,35.824843151341,7224483.103433241,dead,1292.1246759259259,False,2020-04-17T21:00:28Z
javascript-interview-questions,anburocky3,985908.0,74374237.0,693468.2999999996,1.7745674189814815,340764.4420450406,dead,860.8129282407407,False,2021-06-23T04:29:23Z
bootstrap,angular-ui,21349060.0,190797878.0,894939.9999999995,10.62837643678161,3938359.359227337,dead,2208.3087731481482,False,2017-10-14T16:35:22Z
angular,angular,9077449.0,49018298.0,7590230.399999995,14.857321599616856,2504879.327740068,dead,567.341412037037,True,2024-03-15T18:31:22Z
material,angular,9083513.0,49092094.0,5024659.399999994,16.56738745210728,2039926.65104746,dead,568.1955324074074,False,2022-04-11T19:18:26Z
protractor,angular,15790455.0,111727084.0,7899558.59999999,16.717229007024265,3442019.39858824,dead,1293.1375462962963,False,2020-04-21T21:46:27Z
quickstart,angular,9425327.0,189334222.0,5088072.199999991,11.140199153895274,2117655.7036977806,dead,2191.3683101851852,False,2017-10-31T15:09:38Z
DSA-Must-Do-Questions,ankushchimnani,1672025.0,77101634.0,212478.3999999999,0.9012288473818646,311437.6163809959,dead,892.3800231481481,False,2021-05-22T14:52:46Z
qqgroup-visualization,antime,276.0,175215150.0,272.9,0.0028356481481481483,43.840620433565945,dead,2027.953125,False,2018-04-13T01:07:30Z
500lines,aosabook,17683743.0,211977496.0,1505499.5999999996,9.377938617496808,3268594.2583119227,dead,2453.4432407407407,False,2017-02-11T13:21:44Z
incubator-answer,apache,377352.0,507879.0,121230.99999999983,0.3335265006385696,75429.66309658642,dead,5.878229166666666,verify,2024-01-30T08:36:39Z
Quizzler-iOS13,appbrewery,6321838.0,127130012.0,4659973.199999998,11.249430298353909,2127088.1596770254,dead,1471.412175925926,False,2019-10-21T14:06:28Z
a-quick-puzzle,appdev-projects,8229748.0,109420337.0,7724090.1,15.149410686728395,3024385.14391283,dead,1266.4390856481482,False,2020-05-13T13:27:43Z
qlbridge,araddon,25882977.0,78720583.0,11671729.6,32.17558069923371,5827339.223473334,dead,911.1178587962963,False,2021-05-03T21:10:17Z
qrcode,aralejs,20894058.0,255205242.0,11761640.999999972,17.06265325670498,4916692.567916564,dead,2953.764375,False,2015-09-30T05:39:18Z
Arduino,arduino,16182937.0,31724618.0,7216852.599999994,14.593596344189018,3503040.01008582,dead,367.1830787037037,False,2022-10-29T19:36:22Z
Back-End-Developer-Interview-Questions,arialdomartini,28968094.0,29060544.0,10651324.599999983,20.358093071519797,5916199.439588903,dead,336.3488888888889,False,2022-11-29T15:37:36Z
phantomjs,ariya,7022688.0,104143912.0,3221048.399999999,7.8052917464878675,1504648.038992612,dead,1205.369351851852,False,2020-07-13T15:08:08Z
system-design-questions,arpitbbhayani,7321631.0,49245957.0,2506316.599999995,5.632110472541507,1471181.5575753893,dead,569.9763541666666,False,2022-04-10T00:34:03Z
qualitymatters,artem-zinnatullin,12292132.0,189320174.0,8322335.59999999,15.791693805874841,3015461.397926755,dead,2191.2057175925925,False,2017-10-31T19:03:46Z
