Repo,Owner,Z,T_X_n,Percentile_95,MeanInterval(days),SDInterval,Classification,TimeSinceLastCommit(days),Is_Alive,Status,Last_Commit_Date
BaseRecyclerViewAdapterHelper,CymChad,20799735.0,139260.0,501657.00000000006,1.8757004478560817,992496.9207962652,alive,1.6118055555555555,True,verify,2024-01-04T09:33:37Z
Q-calculator,CyrilFeng,8260277.000000001,990853.0,1162790.5,3.1540196494204125,1035490.2444114814,alive,11.468206018518519,True,verify,2024-01-15T03:14:00Z
d3,d3,13234425.0,119815.0,339436.0,1.0681167383452488,510613.9172999885,alive,1.3867476851851852,True,True,2024-01-29T16:31:44Z
QuantumultX-Rewrite,deezertidal,1293727.0,4567.0,58029.25,0.1728317462822671,52418.872303567,alive,0.0528587962962963,True,True,2024-02-27T04:47:16Z
jQuery-Autocomplete,devbridge,85441278.0,1811323.0,4012326.1999999997,13.645557915632113,6160933.198206428,alive,20.964386574074073,False,False,2023-10-11T00:51:17Z
preact,developit,3434524.0,13288.0,228155.0,0.5467423808452164,151390.6277946026,alive,0.1537962962962963,True,True,2024-02-22T09:21:01Z
QualityScaler,Djdefrag,3908646.0000000005,318028.0,1372294.0,2.9984605269536555,615441.4071212884,alive,3.68087962962963,True,True,2024-02-07T13:38:58Z
open-source-ios-apps,dkhamsing,2424387.0,32948.0,177689.5999999999,0.4428564302191465,110728.41433565803,alive,0.38134259259259257,True,True,2024-02-26T13:47:15Z
xgboost,dmlc,4092226.0000000005,10141.0,222397.5499999999,0.5368813919659842,102706.35160269742,alive,0.11737268518518519,True,True,2024-02-26T13:07:36Z
compose,docker,11418823.0,47358.0,151508.10000000012,0.4254283054726986,235211.77655025615,alive,0.548125,True,True,2024-02-22T15:21:47Z
dokku,dokku,2155493.0,37782.0,181200.6499999999,0.39877419105463374,104880.74994065471,alive,0.4372916666666667,True,True,2024-02-26T02:32:05Z
Damn-Vulnerable-GraphQL-Application,dolevf,9496095.0,1376648.0,1699131.75,3.8444835521556713,1224586.4063429397,alive,15.933425925925926,True,verify,2024-01-14T01:59:03Z
go-quai,dominant-strategies,1626247.0,105759.0,241841.0,0.549551560543031,122532.52491920351,alive,1.2240625,True,verify,2024-01-17T21:10:23Z
drone,drone,608314.0,25884.0,126093.49999999972,0.28221967694695327,61429.32843908383,alive,0.2995833333333333,True,True,2024-02-27T06:05:42Z
ProvisionQL,ealeksandrov,69471081.0,7465777.0,17976519.599999998,41.13882012527233,9539829.332581474,alive,86.40945601851851,True,True,2024-02-11T16:31:58Z
queue,eapache,160867492.0,17922433.0,26911596.999999963,67.74986424575617,24495345.678431246,alive,207.43556712962962,False,False,2023-04-07T13:32:47Z
free-programming-books,EbookFoundation,1818415.0,21919.0,176959.8,0.40841427462270996,107260.66589096234,alive,0.2536921296296296,True,True,2024-02-25T22:00:32Z
Quake3e,ec-,27468502.0,218170.0,645234.0,1.996878975677287,778901.0884093837,alive,2.5251157407407407,True,True,2024-02-17T21:04:17Z
logstash,elastic,13115292.0,117333.0,219871.94999999998,0.49341424860996885,168872.49046447582,alive,1.3580208333333332,True,True,2024-02-23T13:30:20Z
electron-quick-start,electron,13787237.0,722190.0,1971475.4999999981,7.178048151552287,1222089.4809122405,alive,8.358680555555555,True,True,2024-02-26T21:51:27Z
QuickApp,emonney,42074067.0,1167937.0,6994890.349999999,16.857695714377574,4718879.150321887,alive,13.517789351851851,True,True,2024-02-17T23:19:16Z
qr-code,endroid,12960849.0,2336646.0,3391580.15,8.286888399031811,1531695.6400444515,alive,27.04451388888889,True,verify,2023-12-24T13:47:07Z
neovim-qt,equalsraf,8534065.0,886303.0,1795829.7499999993,3.774830904049654,826559.483166424,alive,10.258136574074074,True,True,2024-02-11T22:01:18Z
quagga2,ericblade,18854012.0,152876.0,902991.8999999975,2.6559598851234076,1014695.1432855275,alive,1.7693981481481482,True,verify,2023-12-18T17:22:17Z
jQuery,ermouth,57040809.0,14630326.0,16291659.799999978,50.51643049695265,10913842.994143061,alive,169.33247685185185,False,False,2018-06-21T05:09:29Z
quick-portfolio,evanca,49063064.0,6456087.0,43646462.59999999,125.45644943019943,17150381.455673553,alive,74.72322916666667,False,False,2023-08-18T06:38:33Z
qifi,evgeni,69012072.0,12723143.0,17339945.79999999,31.968477366255144,9322357.749094363,alive,147.25859953703704,False,False,2023-06-06T17:47:37Z
folly,facebook,1358691.0,18795.0,120757.40000000007,0.34891096561286233,58429.73405776066,alive,0.21753472222222223,True,True,2024-02-27T03:18:49Z
fresco,facebook,2123888.0,13637.0,341373.3999999999,0.8475862391779755,137411.7276329363,alive,0.15783564814814816,True,True,2024-02-26T18:57:34Z
jest,facebook,2698861.0,62355.0,188937.0,0.49232053179087076,107419.52333449243,alive,0.7217013888888889,True,True,2024-02-26T09:59:10Z
react,facebook,1107196.0,8204.0,85596.4,0.2372410549683436,47631.530879445825,alive,0.0949537037037037,True,True,2024-02-26T20:55:23Z
relay,facebook,1106756.0,17507.0,142213.34999999986,0.32705299267084553,63498.291530334034,alive,0.2026273148148148,True,True,2024-02-27T01:50:17Z
rocksdb,facebook,4881432.0,2784.0,148047.44999999998,0.3780220259225969,91987.87870802244,alive,0.03222222222222222,True,True,2024-02-27T00:55:13Z
yoga,facebook,7852643.000000001,94035.0,568779.849999999,1.4948346963263435,413552.92972435016,alive,1.0883680555555555,True,True,2024-02-22T14:00:12Z
keras,fchollet,19399215.0,12414.0,98372.59999999982,0.3170906410601674,230955.8828751143,alive,0.14368055555555556,True,True,2024-02-27T01:11:09Z
feathers,feathersjs,35152864.0,202095.0,434592.0,1.0847752539906232,649496.8782095115,alive,2.3390625,True,True,2024-02-25T05:15:11Z
qtkaifajingyan,feiyangqingyun,7791117.000000001,687133.0,2076164.7500000002,7.538680850812547,978328.501895866,alive,7.952928240740741,True,verify,2024-01-20T02:01:10Z
QWidgetDemo,feiyangqingyun,8312621.000000001,408514.0,2518248.0,5.796207817925347,930640.4335579582,alive,4.7281712962962965,True,True,2024-02-26T02:35:32Z
awesome-cpp,fffaraz,3318474.0,251355.0,821171.7999999996,1.9576916404713025,356986.6485122759,alive,2.909201388888889,True,True,2024-02-25T09:54:29Z
quickstart-android,firebase,11179510.0,2299.0,858075.8500000004,2.280646455036693,499251.66178870306,alive,0.026608796296296297,True,True,2024-02-21T23:56:53Z
quickstart-ios,firebase,4066930.0000000005,8230.0,445763.1999999998,1.0430138806948541,236329.8760833212,alive,0.09525462962962963,True,True,2024-02-24T15:02:20Z
quickstart-js,firebase,10953082.0,43453.0,1112800.0999999992,2.868763084723585,688027.8464356199,alive,0.5029282407407407,True,verify,2024-01-19T21:16:33Z
quickstart-unity,firebase,21203496.0,4763361.0,8503301.5,23.972739614614614,3541103.4650435974,alive,55.13149305555555,True,verify,2024-01-23T22:39:19Z
qFlipper,flipperdevices,12320881.0,254017.0,510578.79999999993,1.3954970731812684,595652.2593623801,alive,2.940011574074074,True,verify,2024-01-10T16:01:40Z
GitQlient,francescmm,7691894.000000001,21423.0,194631.25,0.6497732726985516,282292.25281748024,alive,0.2479513888888889,False,False,2023-11-18T15:09:51Z
Developer_Quiz_Site,freeCodeCamp,14838417.0,12185.0,260129.39999999906,0.8480539532115551,568800.4903351312,alive,0.14103009259259258,True,True,2024-02-16T15:42:52Z
redux-devtools,gaearon,39107076.0,330691.0,689501.3999999999,2.3856173660362487,1337807.8649823845,alive,3.8274421296296297,True,True,2024-02-24T02:31:30Z
QtAwesome,gamecreature,71001236.0,2013168.0,15717968.099999992,40.25716593567251,9509905.326931385,alive,23.300555555555555,True,verify,2023-12-16T07:11:34Z
pelican,getpelican,4763421.0,29352.0,530585.3999999977,1.2929289693524224,312898.46279402944,alive,0.3397222222222222,True,True,2024-01-29T14:06:18Z
redash,getredash,7795633.000000001,29239.0,181403.0,0.4797209260959097,182872.75976164578,alive,0.33841435185185187,True,True,2024-02-26T20:16:54Z
jQRangeSlider,ghusse,131928742.00000001,1046236.0,2013343.0000000002,9.353208813853774,7766344.552916704,alive,12.109212962962962,False,False,2023-10-19T21:22:44Z
gogs,gogits,8595050.0,166900.0,184999.09999999983,0.5972358581535737,265180.42544858454,alive,1.931712962962963,True,True,2024-02-21T02:47:32Z
hugo,gohugoio,2216603.0,26371.0,178625.54999999987,0.47410754634286034,85040.80252683525,alive,0.3052199074074074,True,True,2024-02-26T16:46:48Z
gs-quant,goldmansachs,2528627.0,573912.0,1468387.0,5.898588347483696,477107.15267790615,alive,6.6425,True,True,2024-02-26T11:06:11Z
gollum,gollum,15308484.000000002,113402.0,775960.1499999994,1.989951935571297,709061.592005414,alive,1.312523148148148,True,True,2024-01-31T15:29:45Z
quicklink,GoogleChromeLabs,35700958.0,16834.0,1327980.0999999936,3.9625600834350836,2103639.9863037625,alive,0.19483796296296296,True,True,2024-02-21T04:34:07Z
quilkin,googleforgames,2808561.0,144243.0,808163.25,2.480374616973088,348777.4747574273,alive,1.6694791666666666,True,True,2024-02-26T09:34:49Z
fonts,google,3279090.0,38839.0,248240.79999999865,0.4873648394443017,147106.26621724354,alive,0.449525462962963,True,True,2024-02-26T15:22:04Z
go-querystring,google,52974282.0,14551305.0,28246627.199999984,44.79578264181904,10211413.05849053,alive,168.41788194444445,True,verify,2024-01-26T15:18:20Z
gson,google,18405269.0,630319.0,1156757.0,2.909821274621544,912958.2477533185,alive,7.295358796296297,True,True,2024-02-26T19:17:28Z
guava,google,7695544.000000001,17466.0,341840.09999999974,0.8417064269060559,211270.74766610318,alive,0.20215277777777776,True,True,2024-02-26T19:46:10Z
uBlock,gorhill,1731278.0,11949.0,118651.89999999944,0.2966893496415252,65666.77607676006,alive,0.1382986111111111,True,True,2024-02-26T23:21:19Z
qiniu-wxapp-sdk,gpake,89265003.0,19569932.0,27635495.59999998,60.97568787537538,15937735.052830957,alive,226.5038425925926,False,False,2023-03-19T11:54:28Z
gradle-build-scan-quickstart,gradle,6820897.0,2294699.0,3261307.899999998,11.462244436140177,1236955.7832294449,alive,26.559016203703703,True,True,2024-02-05T07:20:20Z
vue-qrcode-reader,gruhn,32063660.000000004,665755.0,2565866.9999999986,6.506589817483189,2000087.8480596321,alive,7.705497685185185,True,True,2024-02-15T18:36:33Z
grunt,gruntjs,22770888.0,70584.0,704423.7999999996,2.8943372782140777,1449406.6869338753,alive,0.8169444444444445,True,verify,2023-12-06T01:36:47Z
h2ogpt,h2oai,171187.0,6408.0,22585.0,0.05345010856860086,11401.465636274273,alive,0.07416666666666667,True,True,2024-02-27T02:44:16Z
h2o,h2o,4842135.0,74659.0,122985.09999999932,0.2997696723709229,88827.9296727475,alive,0.8641087962962963,True,True,2024-02-22T22:38:38Z
quicly,h2o,9425950.0,145118.0,335356.8,1.0520217137587125,435090.6251381158,alive,1.6796064814814815,True,verify,2023-12-12T13:00:27Z
Front-end-Developer-Interview-Questions,h5bp,15502187.000000002,1126058.0,1986774.75,4.41010176337236,1003061.3907697509,alive,13.033078703703703,True,verify,2024-01-08T16:09:31Z
JS-jQuery-Practice,HackerUSA-CE,31627061.000000004,16684559.0,17111739.299999923,24.62488773148148,7692292.929680125,alive,193.10832175925927,False,False,2023-04-21T21:24:01Z
